entry_id	kingdom	phylum	class	order	family	genus	species	cell_type	gene_symbol	cell_subtype	sample_type	tissue_type	pubmed_id	journal	title	geo_id
105	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Goblet cells	Agr2	Goblet cells	Tissue	Intestine	32092251	Environ Sci Technol	Single-cell RNA sequencing reveals size-dependent effects of polystyrene microplastics on immune and secretory cell populations from zebrafish intestines	GSE136109
106	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Neutrophils	Mpx	Neutrophils	Tissue	Intestine	32092251	Environ Sci Technol	Single-cell RNA sequencing reveals size-dependent effects of polystyrene microplastics on immune and secretory cell populations from zebrafish intestines	GSE136109
107	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Phagocytes	"Cxcr3.2, Ncf4, Mpeg1.1, Tnfa"	M1	Tissue	Intestine	32092251	Environ Sci Technol	Single-cell RNA sequencing reveals size-dependent effects of polystyrene microplastics on immune and secretory cell populations from zebrafish intestines	GSE136109
108	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Phagocytes	"Cxcr3.2, Ncf4, Mpeg1.1 , Marco"	M2	Tissue	Intestine	32092251	Environ Sci Technol	Single-cell RNA sequencing reveals size-dependent effects of polystyrene microplastics on immune and secretory cell populations from zebrafish intestines	GSE136109
109	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Iridophore	"Pnp4a, Gpnmb"	Iridophore	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
110	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Melanophores	"Tyrp1b, Dct"	Melanophores	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
111	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Scp	"Pou3f1, Negr1"	Scp	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
112	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Xanthophores	"Aox5, Bscl2l"	Xanthophores	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
113	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Chromaffin cells	"Dbh, Elavl3"	Chromaffin cells	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
114	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Neural cells	Elavl3	Neuronal cells	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
115	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Progenitor cells	"Tfec, Crestin"	Pigment progenitor	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
116	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Progenitor cells	Pcna	Proliferating progenitors	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
117	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glial cells	Gfap	Satellite glial cells	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
118	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Schwann cells	"Mbpa, Fstl3"	Schwann cells	Cell line	Neural crest	31140974	eLife	Thyroid hormone regulates distinct paths to maturation in pigment cell lineages	GSE131136
119	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Hair cells	"Pvalb8, S100t, S100s, Tekt3, Tmc2b"	Mature hair cells	Tissue	Neuromast	32109392	Curr Biol	Epithelial Planar Bipolarity Emerges from Notch-Mediated Asymmetric Inhibition of Emx2	"GSE143663, GSE144827"
120	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Non-sensory supporting cells	"Sost, Klf17, Stm, Si:dkey-205h13.2"	Non-sensory supporting cells	Tissue	Neuromast	32109392	Curr Biol	Epithelial Planar Bipolarity Emerges from Notch-Mediated Asymmetric Inhibition of Emx2	"GSE143663, GSE144827"
121	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Uhcps and immature hair cells	"Atoh1a, Dld"	UHCPs and immature hair cells	Tissue	Neuromast	32109392	Curr Biol	Epithelial Planar Bipolarity Emerges from Notch-Mediated Asymmetric Inhibition of Emx2	"GSE143663, GSE144827"
122	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Hair cells	Myo6b	Immature and mature hair cells	Tissue	Neuromast	32109392	Curr Biol	Epithelial Planar Bipolarity Emerges from Notch-Mediated Asymmetric Inhibition of Emx2	"GSE143663, GSE144827"
123	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Ch	"sox6, sox9a, col2a1a, col9a1a"	Ch	Tissue	Olfactory bulb	32379366	J Bone Miner Res	Fgfr3 Is a Positive Regulator of Osteoblast Expansion and Differentiation During Zebrafish Skull Vault Development.	NA
124	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Ob	"spp1, bglap, phex, col10a1a, sp7"	Ob	Tissue	Olfactory bulb	32379366	J Bone Miner Res	Fgfr3 Is a Positive Regulator of Osteoblast Expansion and Differentiation During Zebrafish Skull Vault Development.	NA
125	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Op2	"pcna, cdk1, mki67"	Op2	Tissue	Olfactory bulb	32379366	J Bone Miner Res	Fgfr3 Is a Positive Regulator of Osteoblast Expansion and Differentiation During Zebrafish Skull Vault Development.	NA
126	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Osteoblasts	"sp7, spp1, bglap"	Osteoblasts	Tissue	Olfactory bulb	32379366	J Bone Miner Res	Fgfr3 Is a Positive Regulator of Osteoblast Expansion and Differentiation During Zebrafish Skull Vault Development.	NA
127	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glia cells	mfge8a	DRG(dormant RG)	Tissue	Optic tecta	31442201	eLife	Stochastic cell-cycle entry and cell-state- dependent fate outputs of injury- reactivated tectal radial glia in zebrafish	NA
128	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glia cells	vim	RRG(relative RG)	Tissue	Optic tecta	31442201	eLife	Stochastic cell-cycle entry and cell-state- dependent fate outputs of injury- reactivated tectal radial glia in zebrafish	NA
129	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glia cells	"mcm2, pcna"	PRG-S(proliferative RG-S)	Tissue	Optic tecta	31442201	eLife	Stochastic cell-cycle entry and cell-state- dependent fate outputs of injury- reactivated tectal radial glia in zebrafish	NA
130	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glia cells	"cdk1, nusap1"	PRG-G2(proliferative RG-G2	Tissue	Optic tecta	31442201	eLife	Stochastic cell-cycle entry and cell-state- dependent fate outputs of injury- reactivated tectal radial glia in zebrafish	NA
131	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Epithelial cell	Agrp2	Retinal-pigment epithelium like	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
132	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rod-like photoreceptors	"Exorh, Gnat1, Gngt1"	Rod-like photoreceptors	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
133	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Cones	"Gnat2, Gngt2A, Gnb3B, Opn1Lw1"	Cone-like photoreceptors	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
134	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Myeloid cells	"Apoeb, Cd74A"	Macrophages/microglia	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
135	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Neural cells	Elavl4	Neurons	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
136	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Muller cells	"Clu, Vim, Dkk3B"	Muller glia-like cells	Tissue	Pineal Gland	31178320	Curr Biol	Agouti-Related Protein 2 Is a New Player in the Teleost Stress Response System	GSE123778
137	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Gabaergic acs	"Gad2, Slc6a1a, Slc6a1b, Slc32a1, Cdkn1ca, Cdkn1cb"	Gabaergic acs	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
138	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glycinergic acs	"Slc6a9, Slc6a5"	Glycinergic acs	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
139	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Neurogenic cells	"Atoh7, Btg2, Gadd45aa, Gadd45ab, Gadd45ga, Foxn4"	Neurogenicrpcs	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
140	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Primary prcs	"Ccnd2a, Ccnd2b"	Primary prcs	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
141	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Ganglion cells	"Sncga, Sncgb, Thy1, Ebf3a, Rbfox3a, Rbfox3b, Isl2a, Isl2b, Pou4f1, Pou4f2, Pou4f3, Rbpms"	Retinal ganglion cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
142	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Epithelial cell	"Rpe65a, Rpe65b, Rpe65c, Pmela, Pmelb, Best1, Lrata, Lratb, Tyr"	Retina pigment epithelium	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
143	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Stem cells	Col15a1b	Retinal stem cells	Tissue	Retina	32467236	Development	Unifying developmental programs for embryonic and postembryonic neurogenesis in the zebrafish retina	GSE122680
144	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rods	"Rho, Nrl, Otx2, Crx, Guca1b, Rom1a, Rom1b, Gnat1"	Rods	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
145	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rpc a	"Her6, Id1, Her12"	Rpc a	Tissue	Retina	32699896	J Cell Biol	Different lineage contexts direct common pro-neural factors to specify distinct retinal cell subtypes	GSE150839
146	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rpc b	"Atoh7, Onecut1, Myca, Pou2f2a"	Rpc b	Tissue	Retina	32699896	J Cell Biol	Different lineage contexts direct common pro-neural factors to specify distinct retinal cell subtypes	GSE150839
147	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rpc c	"Atoh7, Tfap2d, Pou3f1, Olig2, Vsx1, Neurog1"	Rpc c	Tissue	Retina	32699896	J Cell Biol	Different lineage contexts direct common pro-neural factors to specify distinct retinal cell subtypes	GSE150839
148	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Rpc d	CrxScrt2	Rpc d	Tissue	Retina	32699896	J Cell Biol	Different lineage contexts direct common pro-neural factors to specify distinct retinal cell subtypes	GSE150839
149	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Bipolar cells	"Bhlhe23, Cabp5a, Cabp5b, Vsx2"	Bipolar cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
150	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Cones	"Opn1mw1, Opn1mw2, Opn1mw3, Opn1mw4, Opn1sw1, Opn1sw2, Arr3a, Thrb, Arr3b, Cnga3b, Cnga3a"	Cones	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
151	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Horizontal cells	"Lhx1a, Cbln4, Calb1, Onecut2, Lhx1b, Onecut1"	Horizontal cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
152	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Muller cells	"Rlbp1a, Rlbp1b, Glula, Glulb, Glulc, Apoea, Apoeb, Her6, Notch1a, Notch1b, Aqp4, Prdx6, Vim, Kcnj10a"	Muller cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
153	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Muller cells	Rlbp1a	Muller glia cells	Tissue	Retina	32467236	Development	Unifying developmental programs for embryonic and postembryonic neurogenesis in the zebrafish retina	GSE122680
154	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Pericytes	"Kcnj8, Acta2, Pdgfrb"	Pericytes	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
155	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Progenitor cells	"Fabp11a, Npm1a, Her9, Col15a1b"	Primitive retinal progenitor cells	Tissue	Retina	32467236	Development	Unifying developmental programs for embryonic and postembryonic neurogenesis in the zebrafish retina	GSE122680
156	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Glia cells	Fabp7a	Radial glia cells	Tissue	Retina	32467236	Development	Unifying developmental programs for embryonic and postembryonic neurogenesis in the zebrafish retina	GSE122680
157	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Progenitor cells	Cdk4	Retinal progenitor cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
158	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Amacrine cells	"Tfap2b, Prox1a, Calb2a, Calb2b, Elavl3"	Amacrine cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
159	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Astrocytes	"Pax2a, Pax2b, Igf2a, Igf2b, S100b"	Astrocytes	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
160	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Microglia cells	"Ptprc, Csf2rb, Tmem119b, Tmem119a"	Microglia cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
161	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Oligodendrocytes	"Olig1, Olig2, Mbpa, Mbpb"	Oligodendrocytes	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
162	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Endothelial cells	"Cdh5, Tie1, Tek"	Vascular/endothelial cells	Tissue	Retina	33004674	Science	Gene regulatory networks controlling vertebrate retinal regeneration	GSE135406
163	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Myocardial	MF20	Myocardial	Tissue	Ventricle	32341028	Development	Runx1 promotes scar deposition and inhibits myocardial proliferation and survival during zebrafish heart regeneration	GSE138181
164	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio rerio	Proliferating cells	"Mef2, PC"	Proliferation myocardial	Tissue	Ventricle	32341028	Development	Runx1 promotes scar deposition and inhibits myocardial proliferation and survival during zebrafish heart regeneration	GSE138181
165	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Adrianichthyidae	Oryzias	Medaka fish	Stem cells	Rx2	Retinal stem cells	Tissue	Retina	32467236	Development	Unifying developmental programs for embryonic and postembryonic neurogenesis in the zebrafish retina	GSE122680
166	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Cluster 5	"Lyz, Apoe"	Cluster 5	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
167	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Cluster 6	Apoe	Cluster 6	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
168	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Cluster 7	Gzmb	Cluster 7	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
169	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Cluster 8	Trac	Cluster 8	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
170	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Ct cells	Tnmd	Tenocytes	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
171	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Ct cells	Col8a2	Periskeletal cells	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
172	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Ct cells	Ccnb1	Actively cycling cells	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
173	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	Epidermal cells	Krt5	Epidermal cells	Tissue	Limb	30262634	Science	Single-cell analysis uncovers convergence of cell identities during axolotl limb regeneration.	GSE106269
